StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,age,pronouns,pronouns_4_TEXT,churched,church_type,importance,freq_prayer,importance_1,aloud_silent,rote,process_description,instruction,ACTS,ACTS_use,group_alone,problem_articulation,journal,self,friend,change,switch,plan,optimism,delegate,responsibility,conflict,connected,positive,charity,values,relief,motivated,regret,regret_explain,heart,heart_6_TEXT,others,others_6_TEXT,intervene,intervene_6_TEXT
4/8/22 21:06,4/8/22 21:15,0,76.92.244.73,100,563,1,4/8/22 21:15,R_1GJRspfxfgd9Nzc,,,,,38.96940613,-94.62660217,anonymous,EN,1,71,2,,5,"Currently online, united methodist",11,5,7,2,4,"Always as I fall asleep, often in gratitude for food before eating",7,1,2,2,2,2,2,4,3,4,2,2,3,,4,8,4,4,5,4,4,,,4,,4,,4,
4/8/22 21:43,4/8/22 21:45,0,67.162.125.112,100,90,1,4/8/22 21:45,R_2c1NR2MwFgtDiia,,,,,40.44439697,-86.92559814,anonymous,EN,1,21,2,,1,i don’t ,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 22:07,4/8/22 22:15,0,3.133.106.192,100,483,1,4/8/22 22:15,R_124l62ZoPAYJuRb,,,,,39.9624939,-83.00610352,anonymous,EN,1,67,1,,1,na,13,5,8,1,1,Prayer is positive thought and an acknowledgement of a better way.,8,3,1,1,2,2,5,2,2,2,2,2,1,,2,7,2,2,2,2,2,,,5,,5,,5,
4/8/22 22:26,4/8/22 22:32,0,184.170.160.200,100,358,1,4/8/22 22:32,R_AcwT3f3sjBFqSZ3,,,,,40.39900208,-86.85749817,anonymous,EN,1,37,2,,5,Episcopal Church (Christian),11,3,7,2,3,Outside of church or services I don’t have a specific routine except for merging onto a highway. I always cross myself and pray. Throughout the day when something is distressing I will mutter something quick or find myself looking up high and pondering why God created the world this way. I also pray when I see my children in extreme emotional circumstances-distressing or joyful. ,7,1,2,2,2,2,3,2,2,4,2,3,2,,3,9,3,2,4,3,3,,,4,,4,,4,
4/8/22 23:21,4/8/22 23:26,0,73.103.92.143,100,261,1,4/8/22 23:26,R_27BwcxVD20wFF1C,,,,,40.44439697,-86.92559814,anonymous,EN,1,22,2,,1,"When I used to go, I went to a Christian Church but I don’t go any more ",13,2,10,1,1,"I don’t really pray to a god. My form of “praying” is more so talking to the universe kind of thing. In times of really bad struggles I might pray to god and ask for help. It’s always when I’m alone, usually at night before I go to bed whenever either of these things happen.",9,3,1,1,1,1,2,2,1,2,1,2,1,,1,6,1,1,1,1,1,,,5,,5,,5,
4/8/22 23:27,4/8/22 23:37,0,73.34.82.197,100,566,1,4/8/22 23:37,R_1MYBjLbknTjlYY9,,,,,39.59719849,-105.0009995,anonymous,EN,1,53,1,,5,Brethren,11,7,6,2,1,Morning prayer and for meals and whenever prompted.,7,1,2,2,4,1,1,4,2,2,2,2,4,,2,9,4,2,4,4,4,,,2,,4,,2,
4/9/22 0:20,4/9/22 0:27,0,209.107.183.37,100,427,1,4/9/22 0:27,R_3fZVqJ5pRe369El,,,,,38.92080688,-77.03600311,anonymous,EN,1,31,1,,3,Non denominational,11,6,6,2,1,Typically it's just little conversations when the thought strikes. No routine.,5,3,1,2,4,1,1,2,4,3,4,2,4,,3,6,2,3,5,2,1,,,3,,4,,3,
4/9/22 0:12,4/9/22 0:31,0,68.168.185.118,100,1130,1,4/9/22 0:31,R_1rpjBjFAQw7Ue1l,,,,,44.90049744,-93.28849792,anonymous,EN,1,66,2,,5,Baptist ,11,7,6,3,1,"Pray of gratitude for a new day as I wake up
Prayers of gratitude for Gods gifts of food before each meal
Prayer every morning following Bible reading 
Schedule for prayer topics -Monday-Missions
 Tuesday-tasks Wednesday-workers Thursday-Thanksgivings Friday-Family Saturday-Saints 

",5,1,4,3,2,2,2,4,4,4,2,2,4,,2,9,2,2,4,3,3,,,2,,6,That is difficult for me to judge. But I do believe that God us at work in response to my prayers ,6,That is hard for me to tell and quantify.  But I do know that there have been times when God has directly intervened in situations that I was praying about 
4/9/22 0:49,4/9/22 0:55,0,142.105.202.21,100,344,1,4/9/22 0:55,R_e5tCVmkwyOlt77b,,,,,43.6842041,-70.28160095,anonymous,EN,1,67,2,,3,Lutheran,11,7,6,2,2,Nothing in particular!  Often in nature ,7,3,1,2,5,1,1,5,5,1,4,5,5,,2,10,5,4,1,5,5,,,1,,6,,1,
4/9/22 0:58,4/9/22 1:00,0,73.103.91.190,100,147,1,4/9/22 1:00,R_yt4nrwKpycf8rVn,,,,,40.44439697,-86.92559814,anonymous,EN,1,20,2,,4,nondenominational ,12,3,8,1,1,i don’t really have a routine or anything it’s mostly spontaneous ,8,1,2,2,2,1,2,2,2,4,2,2,2,,2,7,2,2,2,2,2,,,4,,4,,4,
4/9/22 1:35,4/9/22 1:47,0,35.134.235.64,100,763,1,4/9/22 1:47,R_3wqot5PU8E489dT,,,,,41.13830566,-104.8015976,anonymous,EN,1,70,1,,5,Catholic,11,6,6,2,5,II do some of my praying while walking and others at different times of the day.  My wife and I say the rosary together in the afternoon.  Sometimes I finish my prayers at bedtime.,7,1,2,2,2,1,1,4,2,2,2,4,4,,2,9,2,2,4,4,2,,,4,,4,,4,
4/9/22 6:10,4/9/22 6:20,0,67.1.251.62,100,596,1,4/9/22 6:20,R_r90LTnFmm7bSbUB,,,,,32.21229553,-110.8789978,anonymous,EN,1,74,2,,3,Episcopalian ,11,6,6,2,4,Every night for normal praying for blessing family and friends ,9,3,,1,2,5,2,5,2,2,2,4,2,,4,10,5,4,4,5,4,,,2,,2,,1,
4/9/22 16:20,4/9/22 16:25,0,69.223.61.39,100,302,1,4/9/22 16:25,R_rirBHpbQALS4cJb,,,,,39.13969421,-86.51409912,anonymous,EN,1,53,2,,5,Episcopal,11,5,6,2,3,My spouse & I read morning prayer most weekdays and have intercessionary prayer that is spontaneous toward the end.  I also sometimes pray on my own in the late afternoon or on a walk. Sometimes I use Agnlican rosary beads or use imaginative prayer.  I also belong to a small group that prays together every other week after a book discussion.  ,6,1,2,3,2,2,2,2,2,4,2,4,3,,3,9,4,4,4,4,4,,,2,,4,,6,maybe on rare occasions
4/9/22 15:54,4/9/22 16:27,0,174.198.136.51,100,1960,1,4/9/22 16:27,R_3EWOS8whGtUJOBC,,,,,39.69599915,-105.0345993,anonymous,EN,1,27,2,,5,Christian,11,7,6,2,1,"The most common time to pray is when I'm feeling anxious or want God's help with something. I've also started to listen to music with God and pray as I'm falling asleep at night. I just pray about whatever I'm thinking about, in a conversation sort of way.",7,1,1,2,4,2,2,4,3,4,3,2,2,,3,7,3,3,4,2,2,,,3,,4,,4,
4/9/22 17:35,4/9/22 18:01,0,172.98.33.50,100,1548,1,4/9/22 18:01,R_1msVvOdoVk4Kxwl,,,,,32.77670288,-96.80500031,anonymous,EN,1,70,1,,5,On-line United MethodistChurch,11,6,7,2,3,Usually during the day and evening,5,1,4,2,2,1,2,2,2,2,2,2,2,,2,9,4,4,5,4,3,,,4,,4,,5,
4/9/22 18:06,4/9/22 18:18,0,75.87.155.237,100,687,1,4/9/22 18:18,R_2c0LaC01hwGhZTS,,,,,38.89390564,-94.70670319,anonymous,EN,1,63,2,,5,Catholic,11,6,6,2,2,I pray when I sing along to my Christian radio station - I pray from my daily mediation book - I prya often ,8,2,1,2,4,4,2,5,4,3,4,3,5,,2,10,4,3,5,4,5,,,3,,4,,4,
4/9/22 19:59,4/9/22 20:09,0,199.8.23.178,100,609,1,4/9/22 20:09,R_DD15T8qdPDThY9r,,,,,40.53660583,-85.65789795,anonymous,EN,1,20,2,,6,Wesleyan,11,5,6,1,3,I usually just listen to music and pray in my mind. I usually try to pray in the morning and at night. ,8,3,1,1,3,3,3,3,3,3,3,3,3,,3,8,3,3,3,3,3,,,3,,3,,3,
4/9/22 20:10,4/9/22 20:14,0,199.8.23.54,100,258,1,4/9/22 20:14,R_3KTjSySUSJhs9Cd,,,,,40.53660583,-85.65789795,anonymous,EN,1,21,2,,5,Christian church,11,7,6,3,1,"Before meals, when I wake up, when I go to bed, and random time throughout the day",7,1,1,3,4,3,2,5,4,5,2,2,4,,3,9,4,2,4,5,4,,,4,,4,,4,
4/9/22 20:24,4/9/22 20:35,0,69.174.169.195,100,650,1,4/9/22 20:35,R_2SJHO83UHt2n9O8,,,,,40.790802,-85.83270264,anonymous,EN,1,22,2,,5,Church of Christ ,11,6,6,3,2,I pray whenever I feel the need to. But I usually like to start and end the day by talking to God. ,6,1,2,2,4,3,2,4,4,3,3,3,5,,3,9,4,2,5,4,4,,,1,,2,,2,
4/10/22 3:22,4/10/22 3:38,0,204.246.33.118,100,913,1,4/10/22 3:38,R_3j1yyQtoBIhcrNu,,,,,35.84710693,-90.18340302,anonymous,EN,1,34,2,,6,Baptist,11,7,6,3,2,"When I wake up, before I eat, if I'm struggling, before I go to sleep. ",7,1,4,3,3,2,1,4,4,3,4,4,4,,4,9,4,4,5,5,4,,,2,,4,,2,
4/9/22 7:23,4/10/22 3:46,0,97.121.187.174,100,73351,1,4/10/22 3:46,R_33C1WUSeF8anr2a,,,,,38.85110474,-104.7687988,anonymous,EN,1,75,2,,5,Lutheran ,11,7,6,3,2,Early morning and all day when my spirits need to communicate with my Lord.,8,2,2,2,4,2,1,4,4,2,4,4,2,,4,10,5,4,4,4,5,,,2,,6,Do not know ,6,Do not know 
4/10/22 16:56,4/10/22 17:02,0,98.220.144.169,100,355,1,4/10/22 17:02,R_27JyY2vzGGIKMhb,,,,,40.0565033,-86.01589966,anonymous,EN,1,21,1,,4,Nondenominational ,11,6,6,2,1,I usually take time before I go to bed to thank God for my day and pray about certain things. ,6,2,1,2,4,2,1,4,2,2,3,5,5,,4,9,5,3,4,5,4,,,2,,4,,4,
4/10/22 21:47,4/10/22 21:52,0,98.21.129.216,100,290,1,4/10/22 21:52,R_wQKveNTm7g7Gv0B,,,,,40.82260132,-96.67639923,anonymous,EN,1,24,2,,5,Evangelical ,11,7,6,2,1,"Praying is part of my OCD, so it's more of a compulsion sometimes than an act of worship. But if I'm praying with others or not feeling a compulsion, prayer is a quick time to commune with God and either thank Him for something or ask for something. I'll typically pray before meals and when I wake up and go to bed. ",7,1,2,2,2,2,2,2,2,3,3,2,2,,2,8,2,2,2,4,2,,,4,,4,,4,
4/10/22 22:53,4/10/22 23:04,0,24.14.140.154,100,668,1,4/10/22 23:04,R_xFNlgidVt1v7EDn,,,,,41.7454071,-86.13870239,anonymous,EN,1,42,2,,6,Protestant (Christian Reformed Church - CRCNA),11,7,6,2,2,"I pray throughout my day - a running conversation with the Lord. When I sit down to pray, it's usually intercessory prayer (for others) and based on Scripture. I usually do this in the morning, sometimes at night. I pray with others a couple of times per week, intercessory prayer, for an hour at a time. I also listen to a lot of worship music, which I also count as prayer.",6,1,2,2,4,3,1,5,2,2,2,4,4,,2,9,4,4,4,4,4,,,1,,6,"I believe my prayers make a difference for other people, but they have agency too, and can resist what God wants to do in them. So, I'm not sure how to answer this one.",6,"Again, other people have agency in this. I believe my prayers are always taken into account and God acts based on them in accordance with his will. But it's not as if I put my prayer into a vending machine, and God delivers on direct intervention."
4/11/22 6:56,4/11/22 7:09,0,75.83.8.139,100,760,1,4/11/22 7:09,R_rkgY0R7wxGyJkit,,,,,34.05259705,-118.212204,anonymous,EN,1,29,1,,6,Evangelical Protestant,11,5,7,3,2,"I try to pray every morning, usually silently while writing in my journal (as I am not always in a private place) interspersed with moments of praying out loud if appropriate. I also pray in group settings, including with my wife on a semi-regular basis.",7,1,2,3,4,4,1,4,4,3,3,4,4,,2,8,3,4,4,4,4,,,2,,3,,4,
4/11/22 17:38,4/11/22 17:47,0,73.217.91.186,100,515,1,4/11/22 17:47,R_OB9ka4zEKf1VT33,,,,,39.59719849,-105.0009995,anonymous,EN,1,29,1,,4,Non denominational Christian,11,5,6,2,1,I pray while running and will often write out prayers as I journal. Also quick prayers surrounding other self care activities like meditation or reading the Bible. And my wife and I pray together at night.,6,1,1,2,2,2,2,4,4,5,4,4,4,,5,10,5,2,4,4,4,,,1,,4,,4,
4/11/22 18:18,4/11/22 18:25,0,107.77.207.184,100,414,1,4/11/22 18:25,R_2QzEO23cRISJ1f7,,,,,38.57739258,-90.67089844,anonymous,EN,1,50,2,,5,Episcopal,11,5,6,2,3,Aside from church no fixed routine. ,7,1,2,3,2,3,2,2,3,3,2,3,2,,2,8,3,2,4,4,4,,,1,,4,,6,
4/11/22 18:44,4/11/22 18:50,0,70.94.10.7,100,332,1,4/11/22 18:50,R_2DTUsRfiUGzhxuk,,,,,38.89390564,-94.70670319,anonymous,EN,1,63,2,,5,Catholic ,11,5,6,2,3,Varies. Sometimes when I am driving and always morning and night. ,9,2,2,2,2,1,2,3,4,2,2,2,3,,3,9,4,4,4,4,4,,,1,,4,,4,
4/11/22 21:57,4/11/22 22:05,0,69.132.245.71,100,467,1,4/11/22 22:05,R_Oj5Bu2Pkhb9ws2B,,,,,34.9250946,-80.72779846,anonymous,EN,1,67,2,,5,Catholic,11,7,6,2,3,Yes I have a morning routine to pray before I do anything else. Usually 30-45 min.,7,3,1,3,5,1,4,4,4,2,4,3,5,,4,10,4,4,5,1,2,,,2,,4,,4,
4/12/22 0:35,4/12/22 0:44,0,69.132.245.71,100,538,1,4/12/22 0:44,R_1OvPGvhybxfqsGO,,,,,34.9250946,-80.72779846,anonymous,EN,1,68,1,,5,Catholic,11,7,6,2,4,"Everyday in the morning and evening, sometimes mid day as I witness or encounter someone who is less fortunate, or, someone who has a wonderful spirit about them. ",5,3,5,1,5,1,2,2,5,4,4,5,5,,4,10,5,5,4,5,5,,,2,,4,,2,
4/5/22 0:27,4/5/22 0:28,0,98.46.134.24,3,5,0,4/12/22 0:58,R_2OZn7hRSD7u5JI9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/22 0:43,4/5/22 0:43,0,199.19.147.3,3,8,0,4/12/22 1:24,R_e98pkXPxXDzLVuN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/22 23:50,4/12/22 1:40,0,98.148.185.170,100,6559,1,4/12/22 1:40,R_3iUnRbt933DA2A9,,,,,33.86929321,-117.9295959,anonymous,EN,1,69,2,,5,Evangelical Free Church of America,11,7,6,3,2,"All day long, first thing in the morning, last thing at night, as prompted by events, people, needs during the day. ",7,1,2,2,5,2,2,5,2,2,4,4,4,,4,10,5,4,5,5,4,,,1,,4,,4,
4/12/22 2:54,4/12/22 3:00,0,76.95.190.45,100,358,1,4/12/22 3:00,R_29oIBMu6MBN8IIv,,,,,33.90750122,-117.7865982,anonymous,EN,1,61,2,,5,Evangelical Christian,11,5,7,2,2,"Depends on the context. It may be an emergency ABC prayer of Acknowlege the situation, bring it before God, commit it to Him. It may be more of a adoration/confession/thanksgiving/supplication prayer",6,1,4,2,2,1,1,4,4,4,2,4,3,,2,9,4,4,4,3,4,,,2,,4,,4,
4/5/22 2:55,4/5/22 3:05,0,208.107.9.155,8,609,0,4/12/22 3:46,R_2Wvunn4EgWdHNBI,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/22 3:55,4/5/22 3:55,0,76.28.210.203,3,6,0,4/12/22 3:55,R_2rTrKyvpdiP6tBr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/22 5:23,4/12/22 5:31,0,98.151.215.128,100,448,1,4/12/22 5:31,R_11X7BprtECDk5oy,,,,,19.65310669,-155.9797974,anonymous,EN,1,66,2,,5,Evangelical ,11,7,6,3,1,I pray before meals to thank God for his food.  Through out the day I chat with the Lord about what is going on with my life/heart.  When someone asks me to pray for them I do it out loud with them in my presence.,7,1,2,2,4,2,1,4,2,4,2,3,3,,2,9,4,4,2,4,4,,,3,,4,,4,
4/5/22 6:38,4/5/22 6:38,0,208.107.9.155,3,5,0,4/12/22 6:38,R_1cXGgpnrRvbmk86,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/22 17:16,4/5/22 17:16,0,97.126.110.164,3,6,0,4/12/22 17:16,R_8ofibdY5aXTZHrj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/22 17:53,4/5/22 17:54,0,63.86.73.202,3,36,0,4/12/22 17:54,R_2XbdCoTzSibBE5G,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/22 21:12,4/5/22 21:12,0,69.174.135.155,3,3,0,4/12/22 21:12,R_3KVXw98dLfoXeBi,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/22 22:05,4/12/22 22:16,0,172.248.48.48,100,623,1,4/12/22 22:16,R_RspXPBh0RC368bT,,,,,33.80549622,-117.9223022,anonymous,EN,1,69,2,,6,Evangelical Christian,11,7,6,3,1,"I pray throughout each day, as the Holy Spirit brings things to my mind.  At night, I pray back to God some of His attributes at the beginning of my prayer time and often end that time singing or reciting, in my mind, a hymn.  I also lead prayer time in my adult fellowship class at church and lead in prayer for a Bible study I facilitate.",7,1,2,2,2,2,1,3,4,3,2,2,4,,3,9,4,4,5,5,4,,,2,,6,I don't know.,4,
4/12/22 23:40,4/12/22 23:46,0,98.147.160.48,100,336,1,4/12/22 23:46,R_1K46UHpofGlvqbV,,,,,33.88400269,-117.894104,anonymous,EN,1,66,2,,5,Evangelical,11,6,7,2,1,I pray whenever I am moved to do so. No specific routine. I will feel the need to talk to God.,7,1,2,2,3,1,2,2,2,2,2,2,4,,2,9,4,4,4,4,4,,,3,,4,,2,
4/13/22 0:15,4/13/22 0:27,0,76.169.115.76,100,737,1,4/13/22 0:27,R_2EgzOEjjZbZ6Ii6,,,,,33.87820435,-117.9566956,anonymous,EN,1,73,2,,6,evangelical   conservative,11,7,6,3,2,"Pray casually when awakened in the morning. Pray either during or after morning devotions. Pray for the homeless on the neighborhood streets when I see them. Pray when the prayer list is sent...either then or later. Pray at meals. Quick"" talks with God"" over things I'm thinking about / disturbed about. Pray when I need wisdom as to how to respond to something. I haven't incorporated a regular evening/bedtime prayer time into my day. Often asked to pray at the beginning of a church or bible study activity",6,1,2,2,2,2,2,2,3,2,2,2,3,,4,9,5,5,5,5,5,,,1,,4,,6,God's sovreignty is always a part of prayer
4/13/22 0:35,4/13/22 0:42,0,69.174.157.141,100,378,1,4/13/22 0:42,R_25MjCQvtKCqHp5G,,,,,40.44439697,-86.92559814,anonymous,EN,1,23,2,,6,Presbyterian ,11,7,6,2,1,"There are certain times during the day that I usually pray, when I wake up, driving anywhere, during my bible time ",8,1,1,2,5,3,2,4,4,3,2,4,2,,2,9,4,4,4,5,2,,,3,,4,,4,
4/6/22 0:58,4/6/22 0:59,0,69.174.156.170,8,67,0,4/13/22 0:59,R_1P5mNQfnaGqK6z8,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/22 1:03,4/6/22 1:06,0,172.56.13.205,89,180,0,4/13/22 1:06,R_2pQ6udmJlhpI24J,,,,,,,anonymous,EN,1,34,1,,5,LDS and Episcopalian ,12,2,8,2,1,Often I’m in bed at the end of the day and I try just talking in my head to God,5,2,3,3,2,1,3,3,2,4,2,2,2,,2,7,2,2,2,2,2,,,,,,,,
4/6/22 1:49,4/6/22 1:49,0,98.247.32.26,3,20,0,4/13/22 1:49,R_1ILOqqCHYITQwUK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/22 1:44,4/13/22 2:04,0,162.192.42.42,100,1221,1,4/13/22 2:04,R_UtDk9WJGmr2zzjP,,,,,33.86929321,-117.9295959,anonymous,EN,1,81,2,,6,Evangelical ,11,7,6,4,1,"I start my day with Bible study, prayer , a piece of toast and a cup of coffee.  Sometimes it is 1/2 hour.  Sometimes it is 3 hours.  When someone comes to me during the day I specifically lift them up before the Fathers throne through Jesus Christ our Lord.  If I know their need , I pray, if I don’t know their specific need I consider the time of day.  If it is noon I pray for them to get the strength snd healthy food , renewal, that they need.  Each person is different. Each time is different.  There are certain people I pray for at the 5;00 hour, I call that the Suicide hour( jokingly) cuz moms or the dad who is doing a moms job, need to be 10 people all at once.  I just pray them through the next several hours   When I wake up during the night I have my “ repeats”   They are the ones that I’ve prayed with in the prayer room at church. They really need me to pray. Or the members of the small group that meets in my house.  Or my family members.  Or my bridge group.  Or my near snd dear friends I pray til I see the answer.  Then the next ones come ",6,1,1,2,4,2,1,4,4,2,5,5,5,,4,10,5,2,5,5,5,,,1,,2,,1,
4/13/22 6:41,4/13/22 6:46,0,97.113.25.107,100,289,1,4/13/22 6:46,R_1FtAo2j2dOCgPaj,,,,,47.5834,-122.2979,anonymous,EN,1,25,2,,4,Episcopal ,12,4,7,2,2,"I often pray when I’m overwhelmed, like when I emotionally can’t process a situation or problem. Also if I am exceeded glad of something/someone. Also when I’ve told someone, like a friend, that I’ll pray for them. Not much routine to it anymore. I used to pray before meals and bedtime but haven’t for a few years. ",6,1,2,3,4,3,2,4,2,2,2,2,1,,2,9,4,3,4,3,4,,,4,,6,Genuinely don’t know how I feel about this. ,6,Not sure how I feel about this. 
4/13/22 6:58,4/13/22 7:19,0,75.82.172.48,100,1250,1,4/13/22 7:19,R_30dW7SNajoScRKF,,,,,34.029,-118.4005,anonymous,EN,1,26,1,,5,Presbyterian,11,6,6,1,2,"Typically in the morning and at night, try and find Bible passages to guide my prayers but not all the time.",6,1,2,2,2,2,2,4,3,2,4,4,3,,2,10,3,2,4,4,3,,,2,,4,,6,Does He only intervene when I pray? No. But does He always intervene when I pray? Yes even if we don’t tangibly see it.
4/13/22 14:56,4/13/22 15:00,0,50.249.163.46,100,187,1,4/13/22 15:00,R_TuuKDF1DXTzrm1P,,,,,42.3888,-83.1895,anonymous,EN,1,29,2,,5,catholic ,11,6,6,2,4,"hail mary in the am and pm
specific prays for others in the evening ",6,2,2,2,3,2,2,2,3,4,3,4,4,,3,9,5,4,5,4,4,,,4,,4,,4,
4/13/22 16:25,4/13/22 16:34,0,97.113.25.107,100,548,1,4/13/22 16:34,R_2qEjMlVerbmJYhE,,,,,47.5834,-122.2979,anonymous,EN,1,25,2,,4,Episcopal,11,5,8,2,3,"Typically, I read a liturgical prayer in the morning but it includes a portion for spontaneous prayer. Then I typically pray briefly before bed. ",7,2,1,2,2,2,4,2,2,3,2,3,3,,1,8,3,2,3,2,2,,,3,,4,,4,
4/13/22 17:52,4/13/22 17:57,0,96.52.102.238,100,302,1,4/13/22 17:57,R_5avTQk4tPfHYIaR,,,,,53.632,-113.6363,anonymous,EN,1,49,2,,5,Alliance/ Evangelical ,11,5,6,2,2,No specific routine,8,1,3,2,2,2,2,3,3,4,2,2,4,,2,9,4,4,4,3,2,,,2,,4,,4,
4/13/22 20:02,4/13/22 20:13,0,47.195.247.163,100,655,1,4/13/22 20:13,R_XSOrIYm8B22inYd,,,,,27.4067,-82.5314,anonymous,EN,1,79,2,,5,catholic,11,6,6,1,3,in the morning or before I go to sleep,8,3,1,1,3,2,4,4,4,4,3,5,4,,4,9,4,2,4,4,4,,,4,,6,,4,
4/13/22 21:42,4/13/22 21:47,0,174.29.62.82,100,281,1,4/13/22 21:47,R_ptRKiZi7WX7YBIl,,,,,39.6973,-104.8394,anonymous,EN,1,32,2,,3,Catholic,13,3,9,1,1,If I pray it is more like a meditation usually before bed or when I wake up,8,3,1,1,2,4,4,2,2,2,2,2,2,,1,7,2,1,2,2,2,,,5,,5,,5,
4/14/22 1:32,4/14/22 2:07,0,68.62.43.111,100,2051,1,4/14/22 2:07,R_2ZZysqYZF4ADE74,,,,,42.6734,-82.7736,anonymous,EN,1,57,2,,4,Church of the Nazarene,12,5,7,2,2,I have recently returned to going to church.  I am part of a woman’s group that meets weekly. We always end our meeting with prayer. I have a daily devotional I read most mornings. I find this helps me set a better focus for the day. I do pray while driving either to or from work a least once a week. I work in healthcare and someone can always use a prayer. I often pray a prayer of thanksgiving at bedtime ,8,3,1,3,4,2,3,3,4,2,4,3,3,,3,8,3,2,4,3,4,,,2,,4,,4,
4/14/22 2:10,4/14/22 2:17,0,73.103.166.222,100,383,1,4/14/22 2:17,R_WcIY1hcGEYjg8hj,,,,,39.1215,-86.5784,anonymous,EN,1,75,2,,5,Episcopal ,12,3,7,2,2,Morning,9,3,1,4,2,2,3,2,2,2,3,2,2,,2,9,3,2,4,2,3,,,2,,5,,5,
4/7/22 2:55,4/7/22 3:02,0,76.174.131.32,97,415,0,4/14/22 3:02,R_3OknRvkIicmbGhj,,,,,,,anonymous,EN,1,69,1,,5,grace,11,7,6,2,1,in faith,6,1,3,,4,1,2,,4,3,3,4,3,,,,,,,,,,,,,,,,
4/14/22 3:29,4/14/22 3:39,0,174.240.21.119,100,585,1,4/14/22 3:39,R_3LcpJDkOs3sAdrk,,,,,33.5038,-112.0253,anonymous,EN,1,64,1,,5,Evangelical ,11,7,6,2,1,Pray first thing in the morning use two devotional guide books,7,1,2,2,5,2,2,5,4,3,2,4,2,,4,10,4,4,4,2,4,,,2,,4,,1,
4/14/22 4:28,4/14/22 4:34,0,73.146.245.221,100,341,1,4/14/22 4:34,R_3M0w3RquCgW9dNE,,,,,39.1397,-86.5141,anonymous,EN,1,58,2,,5,Episcopal ,12,2,8,1,3,I pray just before falling asleep. ,9,3,1,4,2,1,2,2,1,1,1,3,2,,1,8,4,2,4,3,4,,,5,,5,,5,
4/14/22 16:27,4/14/22 16:38,0,97.113.25.107,100,628,1,4/14/22 16:38,R_25FodK936RAFTC5,,,,,47.5834,-122.2979,anonymous,EN,1,28,2,,5,Methodist,11,5,7,2,2,"Prayer using Lectio divina in the mornings, free out loud prayer before dinner, sometimes short, spontaneous prayers throughout the day, and sometimes Lectio divina at night.",7,1,3,2,2,3,2,2,2,4,2,2,2,,2,9,3,2,4,2,2,,,4,,4,,4,
4/5/22 6:58,4/7/22 21:55,0,208.107.9.155,8,226595,0,4/14/22 22:09,R_3pmXY7z6TFjBmot,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/22 22:56,4/7/22 22:56,0,172.92.254.142,3,48,0,4/14/22 23:33,R_Ddj5TeSvDV37MUp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22 5:31,4/8/22 5:31,0,24.18.95.87,3,3,0,4/15/22 5:31,R_3kNXgngbQ1zy95f,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/22 12:45,4/15/22 12:52,0,107.143.8.239,100,435,1,4/15/22 12:52,R_1MPOuy8EZEuYIah,,,,,42.8984,-85.7223,anonymous,EN,1,52,2,,5,UMC,11,7,6,3,2,Mornings are usually my focused prayer time. I pray throughout the day as The Holy Spirit prompts me. Especially as specific people come to mind…I offer those prayers often. I will typically pray before meals as well. The rest of my prayer is more conversational and relational. ,7,1,4,2,4,3,2,4,4,2,3,4,4,,4,9,4,4,3,4,3,,,2,,4,,4,
4/8/22 13:40,4/8/22 13:40,0,73.34.82.197,3,3,0,4/15/22 13:40,R_3iwBoi0qftQD5oe,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
